Barrier Id,Modelled Crossing Id,Watercourse Name,Road Name,Structure Type,Reason,Notes,Supporting Links
123375,1800131.0,Tributary to Thompson Creek,Hihgway 16,Stream crossing - CBS,Crossing is upstream of major tributary with limited flows and poor substrates/habitat quality lacking suitable rearing and spawning habitat. Farther upstream from farm is medium quality habitat but short habitat gain.,,https://www.newgraphenvironment.com/fish_passage_skeena_2021_reporting/thompson-creek---198066-123377-123375---appendix.html
